ID;Control;Caption1;Caption2;Drawing artist;Copyright;Author1;Author2;Author3;Author4;Year;Title;Journal;Volume;Field0;ControlPublication
230;Fig. 230 Agonandra racemosa (DC.) Standl., Opiliaceae;"A: rama con frutos; B: flor estaminada; C: flor pistilada.";"A según V. M. Martínez s.n. [CMC00539] (LAGU); B según E. Sandoval & F. Chinchilla 138 (LAGU); C según V. M. Martínez s.n. [CMC00622] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
231;Fig. 231 Averrhoa carambola L., Oxalidaceae;"A: rama con inflorescencias; B: flor; C: fruto.";"A, B según J. Flores 220 (LAGU); C según D. Rodríguez 89 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
232;Fig. 232 Bactris major Jacq., Palmae;"A: sección apical de hoja; B: flor estaminada; C: inflorescencia (dentro de bráctea peduncular); D: sección de infrutescencia.";"A según R. Aparicio & R. Hernández 27 (LAGU); B, C según J. M. Rosales 2027 (LAGU); D según R. A. Carballo & M. Carrillo 665 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
233;Fig. 233 Bocconia arborea S.Watson, Papaveraceae;"A: rama con hojas e infrutescencia; B: flor; C: fruto (abierto con semilla y estípite basal).";"A, C según M. Smeets & al. MART 418 [MAG00418] (LAGU); B según E. Sandoval 1822 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
234;Fig. 234 Bocconia frutescens L., Papaveraceae;"A: rama con hojas e inflorescencia; B: flor (disectada); C: fruto.";"A, C según R. A. Carballo & al. 266 (LAGU); B según J. C. González & M. A. Hernández 524 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
235;Fig. 235 Ledenbergia macrantha Standl., Phytolaccaceae;"A: rama con hojas e infrutescencia; B: inflorescencia masculina (en rama con lenticelas); C: flor estaminada; D: fruto (utrículo) .";"A según P. Lemus s.n. [WB-01289] (LAGU); B, C según V. M. Martínez s.n.[CMC00658] (LAGU); D según J. L. Linares & C. A. Martínez 3252 [JBL04196] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
236;Fig. 236 Piper aduncum L., Piperaceae;"A: rama con hojas e inflorescencias; B: sección de inflorescencia; C: sección de infrutescencia.";Dibujado según R. Villacorta 2361 (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
237;Fig. 237 Piper amalago L., Piperaceae;"A: rama con hojas e inflorescencias; B: sección de inflorescencia; C: sección de infrutescencia.";"A, B según R. Villacorta & al. 1297 (LAGU); C según R. Villacorta 1077 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
238;Fig. 238 Piper auritum Kunth, Piperaceae;"A: rama con hojas e inflorescencias; B: sección de inflorescencia.";"A según J. M. Rosales 220 (LAGU); B según A. K. Monro & al. 1928 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
239;Fig. 239 Piper bredemeyeri Jacq., Piperaceae;"A: rama con hojas e inflorescencia; B: sección de inflorescencia; C: flor; D: haz de hoja; E: envés de hoja.";Dibujado según W. Berendsohn 1627 (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
240;Fig. 240 Piper hispidum Sw., Piperaceae;"A: rama con hojas e inflorescencia; B: sección de inflorescencia; C: flor; D: haz de hoja; E: envés de hoja.";"A, D, E según D. Williams & R. W. Herrera 464 (LAGU); B, C según A. Hernández s.n. [JBL04836] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
241;Fig. 241 Piper jacquemontianum Kunth, Piperaceae;"A: rama con hojas e inflorescencias; B: sección de inflorescencia.";"A según D. Williams & R. W. Herrera 304 (LAGU); B según W. Berendsohn & al. 1042 [JBL00649] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
242;Fig. 242 Piper lacunosum Kunth, Piperaceae;"A: rama con hojas e inflorescencia; B: sección de inflorescencia; C: flor; D: envés de hoja; E: haz de hoja.";"A, B, C según R. Villacorta 1042 (LAGU); D según G. Davidse & al. 37274 (LAGU); E según D. Rodríguez & al. 1095 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
243;Fig. 243 Piper marginatum Jacq., Piperaceae;"A: rama con hojas e inflorescencias; B: sección de inflorescencia; C: flor; D: margen de hoja con tricomas.";Dibujado según E. Sandoval & F. Chinchilla 242 (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
244;Fig. 244 Piper sanctum (Miq.) Schltdl. ex C.DC., Piperaceae;"A: rama con hojas e inflorescencia; B: sección de inflorescencia; C: sección de infrutescencia.";"A, B según M. Smeets MART 95 [MAG00095] (LAGU); C según J. M. Rosales 216 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
245;Fig. 245 Plocosperma buxifolium Benth., Plocospermataceae (Loganiaceae p.p.);"A: rama con hojas y frutos; B: sección de rama con inserción de hoja y de pedúnculo (y parte basal del fruto); C: sección de fruto.";Dibujado según J. Monterrosa & al. 2119 (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
246;Fig. 246 Bambusa vulgaris Schrad. ex J.C.Wendl., Poaceae;"A: hábito de tallo con inflorescencias; B: flor; C: inflorescencia; D: hojas.";"A, B, C según J. Porras s.n. [JBL02193] (LAGU); D según R. A. Carballo & al. 242 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
247;Fig. 247 Coccoloba floribunda (Benth.) Lindau, Polygonaceae;"A: rama con hojas e inflorescencias; B: flor; C: sección de rama e infrutescencia.";"A, B según W. Berendsohn & B. Pfeiffer-Berendsohn 145 (LAGU); C según R. Villacorta & L. Villacorta 2242 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
248;Fig. 248 Coccoloba montana Standl., Polygonaceae;"A: rama con hojas e inflorescencias; B: flor; C: sección de infrutescencia.";"A según W. Berendsohn & E. Sandoval 1503 (LAGU), B según S. Castillo & A. Mangandi s.n. [ISF00831] (LAGU); C según E. Sandoval & M. Sandoval 988 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
249;Fig. 249 Podopterus mexicanus Bonpl., Polygonaceae;"A: rama con hojas e infrutescencias; B: fruto.";Dibujado según A. K. Monro & al. 3639 (LAGU).;José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
250;Fig. 250 Ruprechtia costata Meisn., Polygonaceae;"A: rama con hojas e inflorescencias masculinas; B: flor estaminada; C: sección de rama con inflorescencia femenina; D: flor pistilada; E: fruto (aquenio con alas); F: aquenio.";"A, B según R. Cruz s.n. [WB-00520] (LAGU); C, D según R. Cruz s.n. [WB-00523] (LAGU); E, F según R. Cruz s.n. [WB-00523-1] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
251;Fig. 251 Grevillea robusta A.Cunn. ex R.Br., Proteaceae;"A: rama con hojas e inflorescencia; B: flor; c: sección de infrutescencia.";"A, B según A. K. Monro & al. 3456 (LAGU); C según J. Flores s.n. [JF-00158] (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
252;Fig. 252 Roupala glaberrima Pittier, Proteaceae;"A: rama con hojas (maduras, enteras) e inflorescencias; B: flor; C: sección de rama con infrutescencia; D: sección de rama con hoja juvenil, compuesta.";"A, B según V. M. Martínez s.n. [CMC00990] (LAGU); C según V. M. Martínez s.n. [CMC00572] (LAGU); D según E. Sandoval 1791 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
253;Fig. 253 Roupala montana Aubl. var. montana, Proteaceae;"A: rama con hojas (maduras) e inflorescencias; B: flor; C: sección de rama e infrutescencia.";"A, B según A. K. Monro & al. 2817 (LAGU); C según R. A. Carballo & J. Monterrosa 706 (LAGU).";José Gerver Molina;(c) Botanic Garden and Botanical Museum Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2012.;Berendsohn, W. G.;Gruber, A. K.;Monterrosa Salomón, J.;;2012;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 2: Angiospermae - Familias M-P y Pteridophyta;Englera;29(2);1-300;Berendsohn, W. G., Gruber, A. K. & Monterrosa Salomón, J. 2012: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 2: Angiospermae - Familias M-P y Pteridophyta. Englera 29(2): 1-300.
